"Story","Title","Result","Date","Stability","Duration (s)"
"Compra de productos en la pagina demoblaze","Compra de 2 productos","SUCCESS","2024-07-17T12:43:15.9516987-05:00[America/Guayaquil]","0.0","48.4"
